state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,customer_service_calls,churn
MI,186,408,no,no,0,167.6,150,28.49,233.5,41,19.85,181.4,112,8.16,11.7,11,3.16,0,False
HI,204,408,no,no,0,198.2,139,33.69,220.1,17,18.71,183.1,159,8.24,12.0,1,3.24,7,False
WV,27,415,no,no,0,185.5,40,31.54,297.3,130,25.27,164.1,166,7.38,9.2,10,2.48,7,True
KS,181,510,no,yes,49,174.8,156,29.72,169.6,12,14.42,142.2,54,6.4,9.1,12,2.46,3,False
NC,170,415,no,no,0,199.8,127,33.97,266.6,105,22.66,232.9,9,10.48,13.9,3,3.75,9,False
FL,187,408,no,yes,49,122.4,150,20.81,155.1,156,13.18,181.8,34,8.18,8.6,0,2.32,0,False
CO,175,510,no,no,0,194.4,30,33.05,188.8,58,16.05,233.4,79,10.5,12.1,20,3.27,0,False
KS,222,415,no,no,0,174.0,148,29.58,168.4,91,14.31,140.0,5,6.3,7.9,1,2.13,0,False
NH,233,510,no,no,0,141.4,23,24.04,175.7,3,14.93,164.1,126,7.38,10.9,13,2.94,2,False
AZ,162,415,no,no,0,214.6,8,36.48,193.0,50,16.4,188.1,67,8.46,11.1,17,3.0,9,False
MD,165,408,no,no,0,276.9,149,47.07,274.5,132,23.33,193.1,8,8.69,11.8,10,3.19,2,False
OK,134,415,no,yes,7,249.0,131,42.33,224.3,166,19.07,240.7,156,10.83,14.5,10,3.92,3,False
ME,135,510,no,no,0,164.7,76,28.0,263.9,40,22.43,176.8,70,7.96,7.2,18,1.94,1,False
MT,224,510,no,no,0,215.9,130,36.7,201.7,4,17.14,240.3,133,10.81,10.4,16,2.81,8,False
AZ,224,510,no,no,0,225.5,119,38.34,266.4,135,22.64,220.2,43,9.91,11.9,16,3.21,9,False
ME,153,510,no,yes,12,186.4,155,31.69,212.6,152,18.07,194.2,63,8.74,11.9,1,3.21,8,False
MD,33,408,no,no,0,178.7,89,30.38,160.7,90,13.66,148.6,66,6.69,9.1,1,2.46,9,False
NY,55,415,no,no,0,198.6,116,33.76,254.9,51,21.67,240.9,43,10.84,11.1,12,3.0,6,False
CT,186,408,no,no,0,315.7,109,53.67,276.7,134,23.52,150.0,115,6.75,9.9,5,2.67,1,False
SD,7,408,no,no,0,193.9,120,32.96,233.6,46,19.86,198.9,141,8.95,12.1,14,3.27,2,False
NC,57,408,no,no,0,111.6,97,18.97,243.4,126,20.69,197.1,136,8.87,9.8,10,2.65,7,False
SC,126,510,yes,no,0,123.5,14,21.0,266.2,81,22.63,188.8,150,8.5,9.8,3,2.65,8,False
RI,12,510,no,no,0,170.8,135,29.04,187.2,65,15.91,179.0,56,8.06,10.8,18,2.92,3,False
LA,16,510,no,no,0,112.7,51,19.16,164.4,132,13.97,155.6,56,7.0,8.6,13,2.32,8,False
SC,208,415,no,no,0,172.8,54,29.38,219.5,169,18.66,112.7,142,5.07,7.9,17,2.13,3,False
AL,43,510,no,yes,44,300.2,36,51.03,289.0,60,24.56,275.8,6,12.41,6.3,16,1.7,1,False
HI,117,415,no,yes,30,152.4,131,25.91,216.4,49,18.39,173.4,147,7.8,9.6,7,2.59,6,False
NV,228,510,no,no,0,121.3,54,20.62,233.1,165,19.81,193.1,18,8.69,7.9,12,2.13,8,False
MO,205,510,no,yes,46,168.8,11,28.7,204.8,151,17.41,192.8,133,8.68,9.2,14,2.48,1,False
WY,135,408,no,no,0,174.4,146,29.65,216.0,127,18.36,259.2,38,11.66,13.5,10,3.65,7,False
MN,228,408,no,yes,2,126.6,36,21.52,174.1,62,14.8,304.4,70,13.7,9.3,15,2.51,5,False
NM,111,408,no,no,0,113.1,6,19.23,229.0,166,19.46,208.6,24,9.39,13.5,17,3.65,8,False
NJ,51,415,no,yes,29,253.2,54,43.04,245.8,139,20.89,191.5,101,8.62,11.1,11,3.0,4,False
TN,201,415,no,no,0,207.0,27,35.19,124.4,102,10.57,139.3,150,6.27,9.2,11,2.48,0,False
OH,160,510,no,no,0,153.9,36,26.16,124.4,8,10.57,122.0,10,5.49,7.1,5,1.92,4,False
CT,75,415,no,no,0,117.6,74,19.99,111.6,78,9.49,104.2,161,4.69,9.7,5,2.62,9,True
KS,8,510,no,no,0,152.1,113,25.86,276.2,86,23.48,157.0,30,7.06,8.9,3,2.4,6,False
MT,225,415,no,yes,17,113.8,105,19.35,153.8,108,13.07,87.1,165,3.92,13.3,0,3.59,6,False
WV,215,415,no,yes,11,148.7,150,25.28,218.9,21,18.61,258.3,117,11.62,15.5,16,4.19,3,False
WI,217,415,no,no,0,291.6,109,49.57,292.0,35,24.82,222.8,113,10.03,12.9,3,3.48,9,False
AK,200,408,no,no,0,192.9,83,32.79,218.0,73,18.53,186.4,173,8.39,7.9,16,2.13,5,False
AL,45,415,no,no,0,469.3399088745057,10,79.79,227.2,155,19.31,259.9,139,11.7,10.2,4,2.75,5,False
WV,214,408,no,no,0,216.7,65,36.84,158.0,55,13.43,142.2,8,6.4,33.76266649333303,8,9.12,9,False
ID,59,408,no,no,0,129.8,12,22.07,218.0,98,18.53,155.7,140,7.01,8.3,5,2.24,9,False
CA,132,415,yes,yes,24,158.1,14,26.88,150.3,156,12.78,95.6,19,4.3,9.7,11,2.62,0,False
OR,104,510,no,no,0,79.9,55,13.58,103.9,4,8.83,241.8,58,10.88,9.6,16,2.59,4,False
NY,195,510,yes,no,0,248.8,158,42.3,203.7,3,17.31,156.2,84,7.03,15.1,20,4.08,6,False
FL,157,510,no,no,0,169.1,52,28.75,217.4,14,18.48,200.8,149,9.04,10.9,9,2.94,4,True
SD,233,415,no,no,0,135.8,60,23.09,174.1,25,14.8,254.1,64,11.43,12.3,1,3.32,7,False
OH,157,510,no,no,0,215.1,127,36.57,162.9,22,13.85,274.0,59,12.33,12.9,0,3.48,0,False
ME,98,408,no,no,0,123.4,41,20.98,190.1,124,16.16,198.4,124,8.93,12.1,12,3.27,8,True
WV,226,510,yes,yes,37,126.7,28,21.54,163.9,102,13.93,220.7,40,9.93,13.8,20,3.73,1,False
KS,156,415,no,no,0,159.5,154,27.12,238.9,28,20.31,151.2,80,6.8,9.0,20,2.43,7,False
AZ,205,510,no,no,0,115.3,43,19.6,223.8,85,19.02,290.9,172,13.09,12.7,0,3.43,4,False
MD,79,408,no,no,0,144.7,132,24.6,284.0,56,24.14,191.0,3,8.59,15.5,12,4.19,9,False
MS,124,415,no,no,0,169.3,112,28.78,182.9,61,15.55,204.3,69,9.19,8.0,2,2.16,6,False
NC,215,510,no,no,0,174.2,105,29.61,204.6,47,17.39,178.0,172,8.01,9.0,10,2.43,6,False
MS,172,415,no,no,0,108.5,37,18.44,209.9,110,17.84,264.8,82,11.92,8.8,15,2.38,0,True
HI,218,415,no,no,0,166.8,114,28.36,182.0,34,15.47,210.8,93,9.49,16.0,17,4.32,7,False
WI,4,415,no,no,0,211.4,129,35.94,99.8,45,8.48,241.1,150,10.85,7.0,1,1.89,2,False
DE,90,510,yes,no,0,220.4,108,37.47,223.6,32,19.01,219.1,159,9.86,10.3,17,2.78,3,False
OK,104,415,no,yes,40,153.1,83,26.03,320.1,70,27.21,188.1,62,8.46,11.4,16,3.08,2,False
PA,137,510,no,yes,7,169.8,162,28.87,252.0,9,21.42,250.2,7,11.26,8.5,0,2.3,1,False
SC,119,408,no,no,0,166.6,45,28.32,300.9,43,25.58,218.6,119,9.84,7.2,3,1.94,6,False
MD,133,510,no,yes,17,104.8,91,17.82,246.7,125,20.97,148.1,84,6.66,7.7,19,2.08,9,False
OH,56,408,no,no,0,150.8,104,25.64,193.2,113,16.42,146.6,90,6.6,9.3,20,2.51,4,False
WV,96,510,no,no,0,223.0,71,37.91,231.7,122,19.69,208.0,152,9.36,8.5,5,2.3,6,False
MO,212,415,no,no,0,223.9,138,38.06,255.6,62,21.73,249.0,160,11.2,14.0,20,3.78,0,False
OH,178,510,no,no,0,202.2,28,34.37,119.4,48,10.15,288.5,115,12.98,8.5,4,2.3,9,False
MO,75,415,no,yes,27,36.3,46,6.17,223.7,84,19.01,104.0,105,4.68,8.5,19,2.3,1,False
NH,143,408,no,no,0,137.8,110,23.43,196.0,40,16.66,201.4,143,9.06,11.1,8,3.0,5,False
LA,32,510,yes,no,0,205.3,6,34.9,276.3,97,23.49,226.4,163,10.19,10.8,20,2.92,5,False
VA,28,415,no,no,0,272.5,116,46.32,220.0,38,18.7,216.0,71,9.72,1.1,3,0.3,2,False
LA,22,408,no,no,0,179.2,63,30.46,75.5,106,6.42,254.5,79,11.45,7.6,4,2.05,9,False
AK,233,408,no,yes,5,185.2,81,31.48,223.4,150,18.99,235.4,6,10.59,8.6,7,2.32,0,False
OH,17,510,no,no,0,173.9,63,29.56,95.8,12,8.14,146.8,68,6.61,7.2,16,1.94,2,False
KS,59,408,no,no,0,109.4,91,18.6,266.0,105,22.61,145.2,86,6.53,12.7,14,3.43,3,False
SD,90,415,no,no,0,199.0,11,33.83,161.8,110,13.75,216.9,7,9.76,5.8,19,1.57,0,False
OK,236,408,no,no,0,97.8,11,16.63,143.3,69,12.18,253.5,130,11.41,12.9,12,3.48,6,False
NC,199,408,no,yes,8,175.4,35,29.82,161.7,56,13.74,207.7,162,9.35,4.1,14,1.11,2,False
AR,106,415,yes,no,0,184.8,28,31.42,155.4,75,13.21,114.8,113,5.17,10.2,3,2.75,7,False
NC,185,408,no,no,0,182.7,138,31.06,193.1,19,16.41,143.5,35,6.46,14.4,17,3.89,6,False
IN,26,408,no,no,0,109.9,84,18.68,157.1,61,13.35,237.3,99,10.68,8.3,18,2.24,5,True
MA,25,408,no,no,0,141.7,73,24.09,185.7,62,15.78,181.2,78,8.15,10.1,7,2.73,7,False
WV,138,408,no,no,0,217.2,46,36.92,122.3,135,10.4,206.4,29,9.29,12.9,13,3.48,8,True
MD,45,415,no,yes,47,183.9,160,31.26,188.2,153,16.0,257.5,14,11.59,12.8,0,3.46,1,False
DE,83,408,no,yes,35,142.1,80,24.16,273.6,37,23.26,135.1,86,6.08,10.8,1,2.92,9,False
CT,11,415,no,no,0,122.2,120,20.77,178.1,91,15.14,177.6,57,7.99,9.5,19,2.57,8,False
AZ,205,408,no,no,0,223.4,42,37.98,232.8,98,19.79,171.8,155,7.73,9.5,2,2.57,9,False
KY,181,408,no,no,0,181.9,145,30.92,136.9,107,11.64,219.2,169,9.86,6.1,15,1.65,4,False
NC,200,408,no,no,0,118.9,73,20.21,230.6,104,19.6,241.7,96,10.88,7.1,2,1.92,0,False
WV,104,408,no,no,0,169.8,52,28.87,259.0,168,22.02,120.1,145,5.4,10.1,5,2.73,0,False
ID,68,415,no,no,0,136.5,38,23.2,273.7,106,23.26,199.7,132,8.99,10.8,7,2.92,6,False
MI,239,415,no,yes,39,196.3,106,33.37,211.2,101,17.95,246.9,136,11.11,17.2,11,4.64,5,False
MI,95,415,no,yes,45,247.7,161,42.11,235.2,129,19.99,99.8,101,4.49,12.2,4,3.29,9,False
VA,156,510,yes,no,0,121.6,36,20.67,135.7,6,11.53,196.5,114,8.84,9.0,4,2.43,8,False
NJ,203,408,no,no,0,188.5,96,32.04,181.4,126,15.42,134.3,136,6.04,11.4,2,3.08,0,False
PA,235,408,no,no,0,187.5,48,31.88,160.2,104,13.62,165.4,17,7.44,5.1,3,1.38,9,False
PA,65,415,no,yes,22,64.2,127,10.91,217.8,152,18.51,64.7,142,2.91,10.2,4,2.75,9,True
VT,49,510,no,yes,34,225.0,9,38.25,174.1,50,14.8,275.2,77,12.38,11.9,2,3.21,9,False
DE,175,408,no,no,0,293.3,39,49.86,236.0,49,20.06,180.8,61,8.14,11.9,9,3.21,9,False
NE,52,415,no,no,0,187.5,145,31.88,326.9,63,27.79,156.4,162,7.04,9.8,18,2.65,6,False
NE,102,408,no,no,0,253.4,152,43.08,232.7,139,19.78,217.7,39,9.8,11.6,7,3.13,7,False
ND,216,408,no,no,0,112.3,105,19.09,273.0,74,23.2,143.7,123,6.47,9.2,5,2.48,9,False
MA,182,415,no,no,0,141.2,40,24.0,140.6,9,11.95,138.6,59,6.24,11.1,6,3.0,3,True
NJ,188,415,no,yes,1,183.8,163,31.25,196.7,98,16.72,281.6,55,12.67,7.4,5,2.0,0,False
NC,57,408,no,yes,15,133.9,1,22.76,212.1,67,18.03,297.7,83,13.4,6.8,12,1.84,2,False
NV,47,408,no,no,0,182.1,52,30.96,204.3,169,17.37,168.0,40,7.56,13.5,12,3.65,1,False
WA,159,415,no,no,0,234.2,146,39.81,295.0,65,25.08,257.6,16,11.59,9.5,20,2.57,2,False
NC,233,408,no,yes,12,132.3,25,22.49,163.1,27,13.86,219.2,104,9.86,11.2,4,3.02,5,False
CA,174,408,no,no,0,236.6,53,40.22,217.5,106,18.49,123.7,24,5.57,7.8,5,2.11,9,False
WV,242,415,no,yes,18,76.1,50,12.94,77.1,109,6.55,149.9,125,6.75,6.8,9,1.84,2,False
ME,26,408,no,no,0,149.3,152,25.38,222.7,110,18.93,283.8,92,12.77,8.5,19,2.3,9,False
AR,241,408,no,no,0,169.4,113,28.8,226.8,77,19.28,123.0,136,5.54,11.2,9,3.02,3,False
OH,114,510,no,no,0,129.9,16,22.08,198.3,92,16.86,323.2,150,14.54,4.2,15,1.13,0,False
WI,5,415,no,yes,0,150.0,119,25.5,221.2,129,18.8,169.1,117,7.61,10.6,17,2.86,5,False
KY,84,510,no,no,0,255.4,45,43.42,172.2,33,14.64,285.4,1,12.84,11.9,2,3.21,1,False
UT,52,510,no,yes,42,247.0,54,41.99,138.7,147,11.79,183.5,44,8.26,7.5,0,2.03,3,False
NV,105,510,no,no,0,218.9,49,37.21,150.6,46,12.8,243.2,118,10.94,10.7,20,2.89,4,False
NJ,203,408,no,no,0,236.2,74,40.15,157.5,117,13.39,275.3,165,12.39,10.5,2,2.84,4,False
NH,54,408,no,yes,3,146.5,10,24.9,135.1,127,11.48,275.1,133,12.38,7.6,18,2.05,3,False
VA,161,510,no,no,0,114.0,139,19.38,133.1,25,11.31,168.4,171,7.58,9.6,0,2.59,2,False
CO,178,510,no,no,0,136.4,47,23.19,158.7,83,13.49,153.7,6,6.92,10.0,7,2.7,3,False
OH,166,510,no,no,0,144.4,120,24.55,182.8,0,15.54,195.6,65,8.8,7.6,18,2.05,2,False
SD,155,408,no,yes,12,147.1,55,25.01,207.7,96,17.65,129.8,157,5.84,9.0,3,2.43,2,False
OR,226,510,no,yes,4,208.5,7,35.44,138.6,86,11.78,212.9,75,9.58,9.9,15,2.67,3,True
MS,15,510,no,yes,5,197.5,13,33.58,153.4,74,13.04,155.7,51,7.01,10.8,4,2.92,8,True
NH,224,415,no,yes,33,170.5,113,28.99,169.7,107,14.42,258.5,93,11.63,15.3,4,4.13,8,False
WI,61,415,no,no,0,173.8,53,29.55,223.3,14,18.98,169.2,35,7.61,7.3,1,1.97,7,False
VA,122,408,no,no,0,239.1,16,40.65,140.0,141,11.9,105.9,34,4.77,13.8,5,3.73,3,False
NM,21,415,yes,no,0,110.2,132,18.73,174.6,54,14.84,275.6,65,12.4,7.5,6,2.03,1,True
OH,46,415,yes,no,0,222.6,130,37.84,250.6,128,21.3,209.9,130,9.45,10.0,14,2.7,8,False
NC,197,415,no,no,0,66.0,8,11.22,160.5,32,13.64,201.6,105,9.07,12.6,9,3.4,5,False
MA,134,408,no,no,0,149.4,121,25.4,137.4,69,11.68,259.1,75,11.66,11.2,9,3.02,7,False
NY,38,415,no,no,0,261.6,113,44.47,196.6,55,16.71,247.1,3,11.12,3.4,18,0.92,3,False
MN,62,408,no,no,0,196.2,19,33.35,158.6,22,13.48,158.9,54,7.15,13.0,15,3.51,7,False
NC,86,510,yes,no,0,154.8,82,26.32,60.1,53,5.11,175.7,19,7.91,34.17278124825726,8,9.23,5,False
AZ,190,415,no,yes,26,229.4,20,39.0,211.2,89,17.95,139.9,18,6.3,8.4,7,2.27,5,False
LA,210,408,yes,yes,13,212.1,32,36.06,245.4,130,20.86,120.9,135,5.44,9.6,18,2.59,5,False
MO,78,415,yes,yes,37,209.9,132,35.68,199.9,45,16.99,231.2,26,10.4,11.2,0,3.02,8,False
TN,202,510,no,yes,31,169.1,151,28.75,254.2,133,21.61,221.2,135,9.95,11.6,16,3.13,0,False
NM,46,408,no,no,0,231.8,25,39.41,233.8,152,19.87,241.1,17,10.85,11.5,17,3.11,0,False
AZ,141,408,no,no,0,145.2,107,24.68,157.4,16,13.38,269.2,28,12.11,8.0,14,2.16,4,False
SC,223,408,no,no,0,142.7,88,24.26,305.5,155,25.97,241.8,45,10.88,10.0,5,2.7,0,True
VA,222,510,yes,yes,36,281.2,91,47.8,217.4,159,18.48,246.6,163,11.1,7.6,16,2.05,9,False
MS,3,510,no,no,0,153.0,32,26.01,222.8,92,18.94,87.8,130,3.95,12.1,17,3.27,8,False
WY,222,510,no,yes,34,70.3,17,11.95,150.3,22,12.78,183.4,136,8.25,9.3,20,2.51,3,False
NY,6,408,no,no,0,237.4,17,40.36,122.2,143,10.39,252.1,137,11.34,11.2,18,3.02,1,False
WA,93,510,no,no,0,253.5,32,43.1,145.7,95,12.38,136.9,83,6.16,8.6,1,2.32,2,False
MI,8,415,yes,yes,23,167.3,26,28.44,247.9,153,21.07,205.0,0,9.22,10.2,6,2.75,8,False
MN,172,510,no,no,0,66.9,48,11.37,288.2,160,24.5,228.1,131,10.26,9.5,16,2.57,7,False
AK,237,408,no,no,0,177.0,142,30.09,215.7,82,18.33,223.9,100,10.08,6.6,14,1.78,2,False
NE,235,415,no,yes,7,291.9,107,49.62,205.7,54,17.48,219.9,95,9.9,13.1,15,3.54,7,False
TN,108,510,no,yes,18,403.9412402262484,67,68.67,250.3,168,21.28,232.3,17,10.45,11.9,16,3.21,3,True
AK,161,415,no,no,0,221.5,98,37.66,271.4,61,23.07,209.8,77,9.44,6.4,2,1.73,5,False
MT,209,415,yes,yes,27,224.6,18,38.18,126.9,144,10.79,121.0,44,5.44,7.7,9,2.08,3,True
KY,240,408,no,no,0,232.4,24,39.51,284.0,101,24.14,227.4,111,10.23,8.3,5,2.24,4,False
SC,75,415,no,no,0,280.6,103,47.7,181.6,58,15.44,215.4,14,9.69,13.7,1,3.7,9,False
NC,77,415,no,yes,17,238.3,75,40.51,256.3,141,21.79,121.7,3,5.48,12.4,10,3.35,8,True
FL,50,408,no,yes,41,175.6,75,29.85,146.6,148,12.46,274.5,146,12.35,10.6,7,2.86,1,False
TX,11,408,no,no,0,119.7,105,20.35,253.7,54,21.56,228.8,87,10.3,5.6,13,1.51,8,False
WV,95,408,no,no,0,203.2,152,34.54,127.9,61,10.87,125.5,93,5.65,11.3,11,3.05,2,False
RI,156,415,no,no,0,169.6,32,28.83,258.2,166,21.95,155.9,76,7.02,10.5,19,2.84,4,False
NH,372,415,no,no,0,218.7,36,37.18,233.8,169,19.87,169.5,138,7.63,9.0,6,2.43,6,False
TN,70,415,no,no,0,133.4,91,22.68,120.8,47,10.27,169.5,27,7.63,13.7,17,3.7,1,False
MT,169,408,no,no,0,163.8,123,27.85,266.0,102,22.61,215.8,74,9.71,9.4,4,2.54,3,False
OH,16,510,no,no,0,180.6,42,30.7,151.2,27,12.85,147.3,53,6.63,13.3,5,3.59,0,False
WY,68,415,no,no,0,129.3,125,21.98,259.3,83,22.04,260.9,64,11.74,9.0,12,2.43,2,False
MO,99,510,no,no,0,182.2,8,30.97,208.4,133,17.71,256.5,46,11.54,7.6,1,2.05,5,False
MS,48,408,no,no,0,222.5,13,37.83,137.4,58,11.68,233.4,117,10.5,6.5,18,1.76,1,False
IL,184,415,no,no,0,283.1,130,48.13,149.3,89,12.69,202.4,3,9.11,9.8,7,2.65,11,False
CT,64,510,no,no,0,140.3,68,23.85,360.0,69,30.6,250.6,33,11.28,10.1,10,2.73,6,False
OK,187,415,no,no,0,228.9,25,38.91,318.7,166,27.09,185.1,75,8.33,7.3,20,1.97,2,False
VT,90,415,no,no,0,73.2,126,12.44,190.3,59,16.18,160.9,60,7.24,7.5,15,2.03,0,False
MD,190,415,no,yes,9,179.6,52,30.53,222.7,144,18.93,264.3,100,11.89,13.3,0,3.59,9,False
AL,76,510,no,yes,22,183.8,40,31.25,262.4,167,22.3,217.1,92,9.77,12.1,15,3.27,3,False
DE,139,408,yes,no,0,224.0,81,38.08,135.1,65,11.48,163.1,101,7.34,15.1,11,4.08,3,False
VA,101,415,yes,yes,1,151.9,101,25.82,236.2,114,20.08,177.4,112,7.98,5.5,16,1.48,4,False
KS,89,408,no,no,0,193.2,20,32.84,251.3,123,21.36,160.2,82,7.21,14.8,8,4.0,2,False
IN,18,408,no,no,0,239.9,120,40.78,219.5,70,18.66,309.2,147,13.91,7.8,5,2.11,1,False
ID,19,510,no,yes,46,119.1,38,20.25,271.9,43,23.11,200.2,130,9.01,6.3,6,1.7,1,True
MN,215,510,no,no,0,74.2,150,12.61,208.8,83,17.75,208.5,39,9.38,10.7,12,2.89,7,False
IA,55,408,no,no,0,238.3,68,40.51,257.4,56,21.88,238.9,150,10.75,4.8,16,1.3,6,False
NV,102,415,no,no,0,126.1,74,21.44,213.1,35,18.11,134.4,68,6.05,13.0,9,3.51,0,False
ND,118,510,no,no,0,204.7,156,34.8,122.8,56,10.44,259.2,31,11.66,10.5,10,2.84,8,False
AK,210,415,no,no,0,285.3,61,48.5,248.9,120,21.16,167.2,23,7.52,8.0,13,2.16,2,False
NY,154,415,no,no,0,225.2,44,38.28,267.4,43,22.73,298.8,112,13.45,12.8,16,3.46,2,False
MN,134,415,no,yes,43,127.5,26,21.68,193.3,61,16.43,183.1,114,8.24,9.6,15,2.59,0,False
MI,4,408,no,no,0,101.0,115,17.17,132.7,114,11.28,256.0,169,11.52,10.1,4,2.73,3,False
MO,108,415,yes,no,0,138.0,161,23.46,245.3,82,20.85,65.2,34,2.93,11.8,17,3.19,9,False
MI,115,408,yes,yes,1,189.3,141,32.18,217.1,60,18.45,136.5,31,6.14,8.2,10,2.21,1,False
MI,29,408,no,no,0,166.5,40,28.31,216.1,93,18.37,184.1,44,8.28,7.0,9,1.89,2,False
WI,59,415,no,no,0,253.5,105,43.1,210.6,10,17.9,90.3,107,4.06,9.6,20,2.59,0,False
TN,125,415,no,no,0,216.0,73,36.72,252.4,76,21.45,232.4,85,10.46,6.2,20,1.67,2,False
CO,98,415,no,no,0,140.5,59,23.88,215.7,119,18.33,216.9,33,9.76,8.8,5,2.38,3,False
IA,17,415,no,no,0,225.7,41,38.37,176.8,160,15.03,146.5,143,6.59,7.2,9,1.94,5,False
TX,107,408,no,no,0,261.3,121,44.42,118.6,101,10.08,199.1,10,8.96,9.1,10,2.46,2,False
OR,43,415,no,no,0,163.0,10,27.71,177.5,120,15.09,243.5,146,10.96,7.5,0,2.03,5,False
NC,80,415,no,no,0,205.9,162,35.0,247.4,111,21.03,86.4,91,3.89,9.0,4,2.43,1,False
DE,194,408,no,no,0,132.8,146,22.58,183.9,65,15.63,131.2,156,5.9,12.9,1,3.48,7,False
UT,162,510,no,no,0,172.3,117,29.29,247.3,109,21.02,181.9,53,8.19,7.9,10,2.13,4,True
UT,8,510,no,no,0,131.8,64,22.41,128.9,119,10.96,201.3,75,9.06,11.1,13,3.0,0,False
CA,141,408,no,yes,49,246.9,46,41.97,149.4,22,12.7,196.8,159,8.86,4.9,12,1.32,5,True
RI,106,510,no,yes,7,152.9,13,25.99,146.4,147,12.44,248.0,99,11.16,9.1,10,2.46,2,False
AR,8,408,no,no,0,203.8,66,34.65,207.9,14,17.67,225.8,115,10.16,7.7,5,2.08,3,False
CO,222,415,no,yes,30,214.3,108,36.43,292.4,29,24.85,237.6,123,10.69,10.2,1,2.75,9,False
VT,96,415,no,yes,44,347.9,159,59.14,315.5,3,26.82,124.9,82,5.62,8.5,18,2.3,7,True
NY,228,510,no,yes,24,165.7,9,28.17,254.9,63,21.67,207.8,55,9.35,12.4,8,3.35,7,False
NJ,239,415,no,no,0,138.0,123,23.46,101.1,64,8.59,183.4,62,8.25,9.0,17,2.43,7,False
WA,94,510,no,yes,20,176.1,16,29.94,162.6,7,13.82,279.0,131,12.56,13.1,13,3.54,4,False
OH,65,510,no,no,0,134.1,142,22.8,46.0,51,3.91,209.4,138,9.42,4.1,12,1.11,0,False
SC,171,415,no,no,0,153.7,96,26.13,209.4,141,17.8,163.9,130,7.38,10.1,11,2.73,8,True
KS,39,415,no,no,0,219.3,56,37.28,283.9,57,24.13,246.0,154,11.07,10.4,11,2.81,8,False
IL,81,510,no,no,0,143.7,137,24.43,242.6,10,20.62,230.4,110,10.37,7.4,12,2.0,7,False
WY,187,415,no,yes,5,210.3,70,35.75,111.0,58,9.44,155.6,171,7.0,10.0,6,2.7,2,False
TN,84,408,no,no,0,212.2,96,36.07,271.8,23,23.1,181.2,145,8.15,11.4,15,3.08,5,False
NJ,88,415,no,no,0,193.5,16,32.9,262.4,87,22.3,182.1,157,8.19,13.0,16,3.51,6,True
ME,242,415,no,no,0,216.2,75,36.75,279.7,159,23.77,266.3,69,11.98,9.2,8,2.48,3,False
KY,86,408,no,yes,34,164.1,16,27.9,257.6,45,21.9,211.0,174,9.49,8.8,13,2.38,9,False
ME,93,415,no,no,0,71.9,110,12.22,174.2,27,14.81,239.2,33,10.76,8.3,8,2.24,6,False
NV,86,415,no,no,0,183.2,119,31.14,106.4,15,9.04,173.4,118,7.8,10.1,5,2.73,8,False
MT,44,510,no,no,0,184.2,143,31.31,260.7,41,22.16,218.1,75,9.81,7.4,0,2.0,5,False
OR,137,415,no,no,0,160.0,118,27.2,240.6,102,20.45,270.4,41,12.17,12.1,19,3.27,1,False
MT,165,415,no,no,0,215.0,77,36.55,100.4,15,8.53,180.5,22,8.12,5.5,0,1.48,5,False
MN,306,408,no,no,0,221.3,2,37.62,151.8,99,12.9,206.2,39,9.28,9.8,18,2.65,2,False
FL,36,510,no,no,0,191.8,107,32.61,153.3,139,13.03,126.4,14,5.69,6.1,14,1.65,6,False
ID,101,510,no,yes,35,185.3,50,31.5,238.1,33,20.24,158.7,114,7.14,9.9,16,2.67,2,False
AL,220,510,no,no,0,245.8,113,41.79,200.2,37,17.02,181.9,56,8.19,12.3,19,3.32,7,False
AL,156,415,no,no,0,122.0,93,20.74,187.6,126,15.95,142.7,110,6.42,10.5,7,2.84,4,False
WA,170,510,no,no,0,162.1,115,27.56,179.6,21,15.27,271.4,141,12.21,8.3,2,2.24,2,False
ND,171,408,no,no,0,233.9,104,39.76,143.6,79,12.21,154.7,139,6.96,12.0,11,3.24,0,False
NY,213,510,no,no,0,208.9,98,35.51,250.2,87,21.27,242.5,106,10.91,2.3,14,0.62,4,False
WV,216,408,no,no,0,167.3,153,28.44,163.9,2,13.93,210.1,116,9.45,9.8,17,2.65,9,False
MO,170,510,no,no,0,201.1,75,34.19,260.3,0,22.13,201.7,34,9.08,7.7,12,2.08,9,False
SC,104,510,no,no,0,150.4,158,25.57,130.0,52,11.05,280.3,152,12.61,11.4,4,3.08,2,False
VT,66,408,no,no,0,188.7,80,32.08,175.9,46,14.95,77.9,77,3.51,2.9,16,0.78,3,False
AL,55,510,no,yes,44,217.2,71,36.92,301.2,165,25.6,189.4,1,8.52,8.7,20,2.35,9,False
KS,200,510,no,no,0,249.8,146,42.47,213.0,114,18.1,141.7,17,6.38,8.2,2,2.21,3,False
RI,176,510,no,no,0,215.7,142,36.67,176.0,40,14.96,94.1,34,4.23,12.5,18,3.38,2,False
CA,91,415,no,no,0,253.6,110,43.11,169.0,148,14.36,135.5,8,6.1,7.8,5,2.11,5,False
MI,22,408,no,no,0,102.1,57,17.36,156.7,140,13.32,200.9,138,9.04,9.4,16,2.54,5,False
